t_dat,customer_id,article_id,price,sales_channel_id
2019-03-24,c1c25b07ecaf37c312434f3fceb1245c36ff610385bd625f777d06aa8abe2e67,685430001,0.0338813559322033,2
2019-05-28,20fe8c67dd3b1e8ea9ba6142b0723602c4b8e3cd036e6deb3d0c7a6c320f28ba,754631001,0.0254067796610169,2
2020-08-14,7f28057f8bdc59fa1a51ab10e195dacdc8b17766bf48d9f04c198392b23d87b9,690644001,0.0118474576271186,1
2019-02-20,51e7f9acd66838bb7553a7ff3ba5ded25c917c24873a5dbbcc0c9c668f5193d0,681174007,0.0338813559322033,2
2020-04-09,29aaffd8b7c6d8ddbe159c2df8e75b6f02415d1122a219241fce1f6f12a8d4d8,706016002,0.0338813559322033,2
2019-12-15,f4bea13f94713fad3bfe304a275556686ee32b2bb584a19f54e7cf64d651a7a1,763270003,0.0304915254237288,1
2020-01-31,ba4ae46acd2b5a35594f76226834a6072ce79e03bef848fad4bb6b2e530d025c,774148001,0.0254067796610169,2
2019-08-03,afd959b09278a46f121c048fcbddcd77918fa8b7cca037ee281d18877b9ffa4f,736678004,0.0338813559322033,2
2019-06-19,015a12ff36ddce0c8cd5198632be9c3b38b8ef0e91862bf5e42727cb4504e7b7,752477002,0.0216440677966101,1
2020-06-22,5e3ea95e0f78f5ded6da630c9ee73668ee5d2cb8f46249435539f778457a0811,656763001,0.0254067796610169,2
2019-08-29,2c6c4ccac15f0b53c9aecab910c31180f1b7484f74da533c287e17057ee951af,614848007,0.0423559322033898,2
2019-05-26,d293d65737d4154ae268ea2b2b984a27a477a5d953acfcc7ca8123b6f77a1812,538699001,0.0075593220338983,1
2020-04-04,ad4ff6afdf0851eb269354901208098f986235191ee39a29b0ba75d9d778839c,579541087,0.0169322033898305,2
2020-05-01,e9209072e5b60840c1d837553ddd047bd9dab794dd8693a2c0b8206a0489ad89,817166001,0.0152372881355932,2
2020-01-21,6ee87b6234d33d82487964fc2f08d8dcfa454eb7be2dd079bcee52c10c38bbf1,859247004,0.0254067796610169,2
2019-03-16,05518e0e926269d1f9aec6d60a8e9738622f807902af673bd3f7adeeeb7f2836,517931007,0.0176101694915254,2
2019-02-27,a32d4c2135b148677e800e97f7fda220dd680bcb4a5676e9298cd5c14d066531,611144024,0.0152372881355932,2
2020-07-23,098d7ab94aea507c2dc0285e25ab5b9ebc4485c71a356e9331ace8a203eda610,685816053,0.008457627118644,1
2019-05-15,4c92bb5706e8e211b9ae6906b9b99f8626da83908a3f0d1f5dccb1af8402abef,777093003,0.0338813559322033,1
2018-12-07,182ce03441f7baa384ef205431a5df3db2e2aa89b378c7fad5ecce94b754d40e,407663008,0.0033728813559322,1
2018-11-01,7fce92c7ecbbc1a6ee3b18bacdfb2d6b6097647be8bd9d1781dd23cbbc0a583d,194037002,0.0169322033898305,2
2019-06-30,07b3ac2d3aef1a499d243281934a1b708ee6eeae9056c4cfd96bf4db30322548,721906001,0.0198135593220338,2
2019-12-19,8fc8b76a8674e50b618d69955c50fe3c4cda3f98906e2ec92255561705e92fac,715624002,0.0254067796610169,2
2019-06-03,ae17cfb6b8e21655071bf083bf58d0f681857a2d0afc7075272c19f47cdd1a98,745186001,0.0338813559322033,1
2019-08-06,839b948f0e4a507c7cb028ebcbf14923da95f4a1a9e93ed423c8d781322a18fb,757557004,0.0094745762711864,2
2018-11-22,dfd62dcab63fac11855fdd29cf806fc41513430b80429139f840e1ead5b8c50e,504155011,0.0135423728813559,2
2019-02-16,19b250b10ff64c958d7a33a27528747f6f1783aa89890c5167c1c3942f223cda,686024003,0.0423559322033898,2
2020-05-18,3faedb69d24dff9182e70091f148f3dcbd323cdeeb40f5433f6fd34671f2eb3e,827681002,0.0508305084745762,2
2019-05-13,4ed2097f74c598632092793d06b0413650a34aba7c653ad428e5f7d1cf1da0f9,569997031,0.0135423728813559,2
2020-05-13,5294e2dfe8d572c40946a297f18d1d33965fddc23edeb54eb8cf2bad8f418f6e,568601037,0.0508305084745762,2
2019-04-12,557522c9ab65d1713a53d38a6a8ae144f8ac1c0ea21613aa8b06c9502aa1ea8a,507910004,0.0248135593220339,2
2019-09-17,f802a60756ef9c363d98e40cd6558f75c9b0a9480ba3788993651a71b81f8690,690511002,0.0140169491525423,2
2019-11-22,012a232de78f09720da025d82dbb7d9804a6a6475e45592ceeab390eb81d4efa,728156007,0.0508305084745762,2
2020-06-20,8423cdb2a87909aeb8454ce254ea5d43108c24bde163627215e548ecc251ee2f,870290001,0.0135423728813559,1
2019-01-07,bdc84407169263cdf3654bb252a880d76d34463e29438ee389e87c1f070526bd,673900002,0.0162542372881355,2
2020-07-23,66999235bad63f34d5a83fea8cf81f7ed663397b39a45a1f81a587af0a03eaa2,825771004,0.0186271186440677,1
2019-01-09,c2081e3524e8f6bfd29a664f4042e9b8f8a0b22640f86bf477c6b20338082fcb,684824001,0.0508305084745762,2
2019-12-01,34044e2a19546730cf8ac27f26bef0c7b6319322ec46742b6ec5c5ca0729b509,787959001,0.0254067796610169,2
2020-07-13,8a31f385c32402097abc22482a59994f03b59d7eb067d3c9aeee86972b8a1d4f,791587007,0.0213389830508474,1
2018-12-29,a368359786b887fed9ed404191c99195b3bebcab51b5818e076e0100e81f8306,649492005,0.0169322033898305,1
2019-07-01,3adbe6fedf82cbcbb1f77fa11dc9c3795b692207d42c33126a122a20c26af734,585158003,0.0156271186440677,1
2019-05-25,cc5fdaf3a2eb29e04e818efd3140490dc73a7ad82cf19da3b040b426fda9572e,721937001,0.0254067796610169,1
2020-04-06,0d3fad4c4c9ad92d120377cba5e109d967a23b170185c715b37d1e553b8faf28,811215001,0.0338813559322033,2
2018-10-15,47db46471899f71647d23b94eda6f0ff177c6a82a7e2ba4fec8becd0bf0a0d17,660519001,0.0304915254237288,2
2020-02-03,519f9916d5c10d215c91cdcd1a873744815a15d9162833ad806519a011fd1690,685814050,0.0338813559322033,2
2019-07-19,4c012819791fe5844fdf4daab3aa7099e1569077846e340e45f19a356d0027a7,733097005,0.0169322033898305,1
2020-07-11,9cdb55912a4d5b2471f23e35cb32def71bf2ba0156dbe6b56ef2d25ae1509c19,814620003,0.084728813559322,1
2019-11-02,63dc853c8e645eb2456b998d0a5ea08b15451398217ed5cface4b5ea5c703890,781591001,0.084728813559322,2
2020-04-11,83e94f18e6d9338c0f8b1c7f300a31f4edb928131c2c8029e21292bb9c1b005b,610776002,0.0067627118644067,2
2020-05-07,9386b12bc1fe609cf52aff083f5282f9738837ad7622da0f59c0d28ddc4b2c20,748355011,0.0152372881355932,2
2020-07-08,07ce66f4d066a1c33281ff887898bcfc579be93f4751b5bad4cf5d7a42165de4,706016004,0.0254067796610169,1
2019-10-13,d69971f35551a86c67fe9223efbaef792ffbeb3bfafc6fda1e77d9e89c0e805e,708311001,0.0508305084745762,2
2020-05-30,db10fa17f02d4928dd7ef98c46b57b6a18900eb94eb159b03e84ac894910f709,879248002,0.0169322033898305,1
2018-09-24,f7d1d14bce7a653ca3d8a32cd9b0ea01286b5c904674708d04d48226841e2b38,685687002,0.0169322033898305,2
2020-04-23,1d75e0e5ea6dfcd4327e8e9c3ece7c02dda0563cbc8b7d1a25fd6871f179412d,816563002,0.0254067796610169,2
2020-09-05,bceebaf3d6fdd36bb1064dc72695704d8a7943d1244a4447d4aa2907b21bb8ba,877369001,0.0169322033898305,2
2020-06-21,feb8f5c055af5da242c831e77b7fcca519b2c8e4742a012aedad65d17fa4821f,900659001,0.0304915254237288,2
2019-04-22,3e937fffb39609e982df8e8d46942e01d096e8c2a4840aa3b8837ce28e24d6d5,757741005,0.0254067796610169,2
2019-07-05,661af2010773fff9aaf6b1581fcc03932bd1e82d4fa4f09fba6922bb25618ccb,732278001,0.0254067796610169,2
2019-08-02,8512ebbe54e382a1c79e61218da17af43705ef4f7e0c86301d08f36a99ac5493,708727001,0.022864406779661,2
2020-04-15,7509ae60eb1f911cc1dbd798faa91087263ceaf91da538a23b33fe6b20cd2188,351484042,0.0220169491525423,2
2019-10-18,a0fa6d27c3ff319257762dc833c5f30aeb923458f45fcb17aecc72e5f1bd9e63,796243001,0.0324067796610169,2
2020-04-04,ebefe9956f4598a2723d47ade8b289458b61830bf925738451625aa0ab42faf5,848308006,0.0094745762711864,2
2020-08-23,207018cbd13c32e400b686dbebd3d1f2b8e2c97de62a90c92aff5d2c7af3a36e,737221011,0.0169322033898305,2
2020-02-20,fa9d0acac44633862bef275aa14d3c49df8363837b645967c058528c6c50fa1e,844108002,0.1016779661016949,2
2019-07-08,e8c37e0770515c3175b36dbbe305c0a90b3498682432c5e8b86bf687c289fac9,687635004,0.0146779661016949,1
2018-12-18,30b2e4392824f3efa152ebf7a726f4e26b818097644327fe899c530372b08627,661166002,0.0304915254237288,1
2018-12-05,3154307ab3f0537370a99a298c9cabecc581f520c5213ea903d58e915276be8d,636207006,0.0338813559322033,2
2019-06-13,f74bbef460d1ca2d6608c4e3d1b476c177cda85bba9cec0c1bd83b27ab574040,758049001,0.0304915254237288,2
2020-03-12,6c5824fa6904d3d115c96d9fc057951953d42f69fc49403d538e387496d18829,863753003,0.0254067796610169,2
2019-03-07,a5bcd255dc550c261891c900bc9026dd1d03ac6cc90a69d9367831af84d37e00,740457001,0.0677796610169491,2
2019-11-09,ce51f4234201f6b82d0a05e3dcfc2e2a1bf50ba152bff68d3e0fa9042f4efc98,817869002,0.024864406779661,2
2019-06-22,85d8d7db1c1162f70fa7fccc4b0323dcd581ef8ee142a51e21179e9bc1115756,721118003,0.0355762711864406,1
2018-10-19,99f7657c47b3468f6f2d8c7109ff98992f0eaca656c570b081ea6b23c1a35408,691764005,0.0338813559322033,2
2018-11-10,654bf23d13d5247c50432d9698cc7c9fe0d6e1e980bd45f609e12d1ab75d51b7,736065001,0.0135423728813559,1
2019-07-29,075d0fe5c30841071508ffa2c1931ad7b3909c7e1a04a88567bfffd768c0f342,720125002,0.0254067796610169,1
2019-09-06,28e7ac4d3eb61f8730df1d0a149cd1ec4e7602b6622c288487aae49826e55296,429313006,0.0304915254237288,2
2019-11-01,deca14ed8ee3785a19a4f90f6df17d880c649b121bf895132264901a90db17ac,757915002,0.0254067796610169,2
2019-10-03,bad99ba79ee5c8999dc5c5f1b2f5769d13127ff3462b7e60682415ff3707ea12,463970023,0.0118474576271186,2
2020-05-27,8e8ef3a3a217036c77b757867193efe2a8c37377bc04f3a993aa95afc3324986,834258003,0.0254067796610169,2
2019-06-28,0a8e8ae2b0323fcada6cf545e470aea5a563b238ccb07bae894cbe5a88ca274e,676900001,0.0762542372881355,2
2019-09-24,fbb6d97584f6b76222f61d8b78e4d7556a4c5dce872beb4b706b684a147d533a,751320001,0.0677796610169491,1
2019-10-27,6d72f0e06d0f6d32b55837f22d314b0c8bb5bd746af85c43469cbf97eb11480f,589748001,0.0152372881355932,2
2020-06-02,c52064c1777231ff76fa78e734f48a37d5d45999205b356844d143005255bf4a,870940001,0.0474406779661016,2
2019-02-22,4a454488dce978fcd96f48515856cf6f92e4d3e07f65170dabb51b850dab6952,691794001,0.0287966101694915,1
2020-09-18,a768eeb0dce61ae208824ebe7382e6c2c3b8fdd750f81f3bd5fac5869f1b19a0,835851001,0.0423559322033898,2
2019-02-08,12023c8b5ed785434b8e921d3f73ba4bf044b4908afa1cc31655785128216621,697992001,0.0365762711864406,2
2019-08-12,0049a93536a1ff02a265a7dd0324efb30b757181cf8c9b6536809f5f1190e5ba,599719023,0.0118474576271186,1
2020-04-08,4ad70a8b24e651dc4b47a2991a65648c16576e2c6ce425bd0a4ec98f49a49385,854222001,0.0677796610169491,2
2020-07-21,e4da7b621c63948acad8b1d1d82d31066ff082afa2ca091265ce4e5b5d0cfb64,870958002,0.0423559322033898,2
2020-04-12,06af374b0bdfe193524e8a42c922291b8af30cb9343efd195d22eae6d4da4e92,824997001,0.0285593220338983,2
2019-08-24,5590f3f41bfaa1eb6eac6129ff47824a6efafbd5648066346f9df6f650ed69f8,738881001,0.0161864406779661,2
2019-04-19,88e0b24734a97f2cc1850fa2aad55633675d25b78d97384038c51e2751038fac,711685001,0.0169322033898305,1
2020-06-12,a04a240bd120fd902b6c05b69e95320f80a3b6d16a8464601ae932998752d9d5,856310003,0.0254067796610169,1
2020-08-30,3632b804d6c1962b883cf33e21a5aa48a007cb94efdf420d97651cda80a71be0,904567002,0.0254067796610169,2
2019-09-28,591e5d2ab43418e74d075220b39b30209dce4a362b43aca30c97f2c3e6436e76,791625001,0.0325254237288135,2
2019-05-24,4a979b840f785ba5ec4420df5d38997c01bc9da8c8c1d055beae490bc86be082,742933002,0.0254067796610169,1
2019-04-30,1c8d2ce936d95fb2639183c8c4a20179995e5f6343b07365ef3636ebca4e483b,496923005,0.0533728813559322,1
2019-01-05,e4e18f75a5b208edccc23c8a6ab6e1419506ddd0174d2ad1159e3e22cb38baab,611587003,0.0694745762711864,2
2019-10-23,972680146b0d11912c6f937c3fd359dfb54fb1f2cd89dc054936a8cd90413de1,718448001,0.0355762711864406,2
2018-11-24,9056a64a9ba5ac6aac57c8b83d5f006ca706129e46677908fe8d5caf6649d9ac,677930016,0.0135423728813559,2
2019-05-12,559df2d5031adc8351c1ff8c12d82830b6473f82ca65ba9e709d23f516462f0b,681180013,0.0167627118644067,2
2019-06-24,aab66cf2470d99eb6967cecfe2356d982477836225b77f3ae589a93beeed7f1a,742924001,0.0169322033898305,2
2019-07-05,f1e617354a87228a9feb1286a9511cfbac0237d92b50dfbbc665a723cfab6abd,603584018,0.0304915254237288,2
2019-04-02,088f04900294ce50af58be2acd1ff33272d82ed2a4858a14ef38773f6702030c,730482006,0.0304915254237288,2
2019-05-26,6e419a4696ab6b2505c0eca109871f11c6ba07a79b36bb3ae39ba8328bc3cb3d,300024009,0.0508305084745762,2
2019-09-14,14c6f766a04fba0c09505269b4fc4546f8a4d40d89c9c4edbe92ed9be47c0e17,616708004,0.0274406779661017,1
2019-07-16,e2763c5e880b1d1e40f9afe6cb2b69669d2b8ff9f61f05fe6c8acd23f2752415,762313003,0.022864406779661,2
2019-11-01,372d6c3dc3658d2938ed03a340487d9e5e35db96cec78e2f108de7702def5f1b,772792002,0.084728813559322,1
2020-05-12,803c0fff17ea7557ffee1be8b1b6b10eb3c48c6d5ae04221b3f5799315e77605,860249002,0.0432033898305084,1
2019-10-09,0f1f90a0fde07e9d355e3a7bd319d0b99f4656f4daafa4559b0323d4a4d69217,700835002,0.0288813559322033,2
2019-06-05,cc417ec349399863535982fde0db9886306fab90e288c6751c9bbd7fe3807f10,715519004,0.0338813559322033,1
2019-06-18,fa33b1cd97771c3e1f243220c529d8e89d18defa4321c7b54ce725d23d595739,749699002,0.0254067796610169,2
2018-11-22,c9d1e86e64e2dc3f26ed96aec575661b3ef9f79a26f480912f43181fa10dfdfa,659950004,0.0508305084745762,2
2019-07-29,835bd99783785994ad96d6b4bea5799548ceb3d9f3578b3e87c5250c7abe43ec,688341001,0.0169322033898305,1
2020-07-02,f7af7e986a2023ecddd092bf1a126735e19a0b37353c12d1a057a58a7b6df4aa,851110001,0.0118474576271186,2
2020-01-02,7fc7bc3e7f27ba844b02cbe2c82a26d72e11966405d39d97114776ecb4f49b25,704756001,0.0338813559322033,2
2019-09-21,8802f5f18696357b75b706b25319eca673dda01bbe272f328fd4dbc511af52f6,478646002,0.0135423728813559,1
2020-07-07,a4adb70a8ee5e2a588d6d042ccbb47d57dfde7186b2ec504678a2ff8be495bc8,826203002,0.0108305084745762,2
2019-07-15,2c703bc3466a3468f70e30635fbf484f34c4a732161e12c547182b8a32f0ac34,741275001,0.0220169491525423,2
2020-02-16,b3e39ac4debd7a070372790a756d27b0a38ef73fc1076189878b8713eec21a28,838324001,0.0423559322033898,2
2019-12-07,cc63b3143905832f67a7b1024f65986a92a434d5351d0a76badc8514dae2f5a6,694729001,0.0118474576271186,1
2019-07-25,2db1196130e26be09e34785e9b047dec4eff7e86201f56be2cd2d035c1c1fbd6,729928013,0.0254067796610169,2
2019-03-10,6ca5a6b2400d2889379da878b8d2375c6cc601dd18270a33eab37cc49d4e83d0,636323003,0.0169322033898305,2
2020-02-01,3bc34cab84a75f3fe7e1ed79ea16e6476609d96636ef20e586a988313bdd1b1e,766439001,0.0220169491525423,1
2019-12-09,866ef3798d1255e047f607573f92a42f4722ccadecceaa475de06604276bad10,807174001,0.0304915254237288,2
2018-11-15,73d626310741ee181579d316fa0a16192556dc24e1e4f43d5d49b15103eca2eb,674913001,0.0616101694915254,2
2020-09-18,f13a440840b006e2bad55f826873d32005e49348b0a14971e334e10e89cc6995,936622001,0.0254067796610169,2
2020-06-02,24f22180e61af37df068e9882a33cdab31b5c6d7b74184a2add797144bd465c8,108775044,0.008457627118644,2
2019-11-25,ad25639876cfb4efeee6e5a442c36e3a8e565fee573270d05654e9df87250733,836485001,0.0677796610169491,2
2019-06-22,e10d760f643ba158267a71a83dfed9c154b09cab3ced67284ae024e1c65346f3,722835001,0.0086779661016949,2
2018-12-14,09d4830c5a2a4813edb7485b741f2a8209810233174fec350ee44ccfa7061eac,561445005,0.0076271186440677,1
2018-12-28,b5b6036654b6bcf64ee10afa61cf81d7759e66ae42ffcc075f45bae520523641,524825014,0.0423559322033898,2
2018-12-07,2eb8fa32dd3a60b9ca5c001b149f8f4ead69a24b75c6bbdf17f174c2b989df6b,688641003,0.0504067796610169,2
2019-01-18,9ce4bc83228053bef4e5ab59550caa50f8c58bbfd892f86c0bec6410a4d7f73d,666448001,0.0220169491525423,1
2018-12-14,624bfe3543d3b349c4ca924117ba34ee63dff731234329d46c8584818157c177,632020001,0.0135423728813559,2
2019-11-29,b8cb628000b1b497bc93a4a24e23b7e19f1df5fc4f64626010b46b078263f807,821398002,0.0135423728813559,1
2020-02-04,9df092e73030236757e34d4907666e3e9b94dabed4fcfdac9a2e84c2adaadb3e,708021001,0.0152372881355932,2
2019-06-23,fcf2eff503cf43f65714dc6c5da677ac95c8ebeb4a1a2864d2b195eabf86e02a,751225001,0.0338813559322033,2
2020-08-10,01296aaa10a4b70b2dbbf93245bf58f0af233ce40b8b640a3e5e39e4477753e0,896527002,0.0159491525423728,2
2018-10-20,ca035fe449f2df9f6745f31778710345344ac0beb77e7ea55a2cb4e2917c2480,543054006,0.0423559322033898,1
2019-05-05,f71c49393c0d358570164dcf2b4397c5442c2f218bcf7253adf5a9d85d922887,740696002,0.0338813559322033,2
2019-12-18,cac9472e42b29ef7d609b1cc089beebbcb732d4fd7c4bc8d2ebc92d567c78b7b,812683002,0.0338813559322033,2
2019-02-03,860027c2130734d9e6d00bdff7de1755a085104328ae830300d4bd4ccb3e2121,615970002,0.0508305084745762,2
2019-08-10,02833771b49fde7312c1124c518a366a320c91dfdbe570fda13c37bfc167d4d3,715116001,0.0169322033898305,1
2019-01-27,bfe25ea5080d6e4583249668baf9ab6db61b54411adf292bc4615842927fe4a9,696134002,0.0304915254237288,2
2018-10-01,e5173972d974365f5e0709bbb8224e3f1faa211d2f52764c3a80c72c593360b6,626702008,0.0254067796610169,2
2020-07-04,833d28d3eda04bfea95481c7e321edb2c6680445fddd88e52835c7b8d40173e0,748269003,0.0135423728813559,1
2019-10-30,2403d73039dc2bb79849c01958de43375566a89973e4910041a10b8d24f30757,775996012,0.0338813559322033,2
2020-04-07,772913486ce2b326e20bd1af9e9eeaedf7d730b39fb4b845494142680f54ddb1,841260007,0.0135423728813559,2
2020-01-29,2f34fb42af50aeffae7e8b0ba8ee35a416b63a29c49c72095aa0112154537ba8,809411005,0.0508305084745762,1
2018-11-12,4fbf13389b6783bce8ae85d2e01a13bcde1af076ace9ceb487d41b2e3aa140ca,668537001,0.1355762711864406,2
2020-08-25,1a0692da0e745ce4605972c5261f31d1a518dc81f9cc46a85dd95e5b1ba6e65e,896152003,0.0338813559322033,1
2019-03-30,842fd9fdd62143039a0d784311594f8787421dcc794d6b765fafec2532408d67,727880001,0.0169322033898305,2
2018-12-15,5be108e1bd5a628ea15cbff63ae955d108f0922f5bf2a28478d6bca218181b11,623374001,0.0254067796610169,1
2020-07-21,5ad91ec82bdf1ec8fc70d9228f2720d1b3bd41890e92f6f82b449ed6bcce5184,832475002,0.0301186440677966,1
2018-10-02,0c8f47aa061b445ffd5baf07a0b5318b1f6a60d35032c37838b112c9fd669240,560393001,0.0187118644067796,2
2020-05-12,09ef9fa1389c9c8fb0131c48486d55fe28206e5e7ff0bbbacca7623446c30953,849711003,0.0220169491525423,2
2019-06-28,80384d701d72467e5fde38cccf7dc8bb6019538e1b13911f42a8341030224e77,778064003,0.008457627118644,1
2019-11-05,6d495c38e2ad4468e82904157fc0df9796388ad68cf45cedca2466b0f07fbb62,690222004,0.0338813559322033,2
2019-07-12,d10c568fa867a955461998d479e540660e5092d2d4a203c2b7f08edd9cfe98b5,641187002,0.0323898305084745,2
2020-08-02,eb98f3d5a7a81db8c5de8ac9b7ba18534d6ef0458c029883ba53949a894382bb,742084001,0.0101525423728813,2
2019-01-21,83dea17cb19d8a0098c434ebf7192ea1eb2908d88dd3d621c8e9e935906fe737,399201023,0.0593050847457627,2
2020-07-25,2158d21271047e9d77a11417324e7edf81533d22f38f569a87a24513c7bfb6e6,838780005,0.0118474576271186,1
2020-09-13,f35499bd4d9bb5eaecdbdc24bc20ad6c0345d8a66043cdda8bea96a2e90b4e94,925290006,0.0325254237288135,2
2020-04-11,1a13f7b6818e0411f19557d207c47cb02d3267116f164091d0102a0d3f0159bc,767032001,0.0091186440677966,2
2018-10-02,08efb4dd967bcfed8e94286b3da8d8f8ac9b253902a27a00d46c5b52a46a8cca,563479001,0.0118474576271186,2
2020-07-17,9f81090b3049c9b0ade51e4a63bd1c1ba3bea0a260b09fb8a565f86a6a872e4b,816824001,0.0050677966101694,2
2019-03-16,64c3f26d07bc6a6b852c60758eaab0dd493b219751c46d91ebaa549341422506,615141001,0.0118474576271186,2
2018-12-22,5cddeabf4e6620c4d6cc38bab5a0d6ebe443db1bcb7c1e9912643a2225d5ddd5,608016001,0.0813389830508474,2
2019-12-21,4d61d05d0b7e1769616dc13c66059d22bde20635acfcfffefa7ba026f725b132,798868001,0.0220169491525423,2
2019-06-26,047e6aea2b1eab7eeeced3594ca7a9f89ef80f84637c8ab186b5f529c076bfd8,739501003,0.0320169491525423,2
2020-01-18,a168608f254e850f5a897b8c66a5d3a8bf6b18acbe4d6f3b4549027a00e92427,806778001,0.0508305084745762,2
2019-02-18,58f5ccd937260952c9e416cfc0a6b7285edb2af0e58bfdd1494faae27e726338,555351012,0.0423559322033898,2
2020-06-09,500a6c7c3b29fa25f9fd30ad6207ec60d7d0a5e2b130912986744f081f7f89da,372860001,0.0135423728813559,1
2019-09-13,3fc622d0e759e97681db5e194cd51e0c3455512c1b2f26acf615fe6f62d085a6,516859007,0.0135423728813559,1
