customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
bd0ef641c90ef0c634a957edf6a4b72cf541bea8fa2b4c8026f6d21c92cd48e5,,,ACTIVE,NONE,37.0,dbb5b23ee3a800bb35f6dbc1a8b313e118cfbfca7b03e1c95ed2891b9780de42
3f336772d22047d09129e4f0b8234c0a8e45df2b26a2f443b4f3aeff013a8090,,,ACTIVE,NONE,30.0,a6b8764e5d7d99faf4fb7cbacc1e0484c2b413ff01ac15df5dd6f70c17687391
df6ae5106281e6a424ca88bf70cf9a0fdbbea20669e44a6f93ac7ed5cb1863e5,,,PRE-CREATE,NONE,49.0,4c8bf9321180a8670a6cc0c8079510b8249cf754b8bee1256a841d5146f2d17c
e9d5c82ff885d03aa0c2a69db4c98cf95675c59a0c5634624eaa593e23db8973,,,ACTIVE,NONE,49.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
9bf81bb97882f398974e2d0190d253f6eb218f3c2103ab30d290d36a078d1b75,,,ACTIVE,NONE,55.0,51db344e204856b8a82ec2d62e604f5d6de5f646e9b112426cc9d5a12fcf2b05
d529e1c4120cda88d7c3906926ef6f73c3ea3114605ab9fc89dc1e61904fb1a1,1.0,,ACTIVE,Regularly,27.0,42003c2a53fdcd2fca22bb261724ff2cdbc81f7669780f41d873a9ae1de21901
5d1fe00edb2384ca6e804e5e2030772ec8f5306059da7368aa7acf9e71021666,1.0,1.0,ACTIVE,Regularly,21.0,9941c3b5c64e0d2ea66fc0ef28362cc453c20e648acf3b758e640e1c08d4ccec
0650bd95fe9658f9afa9a21fe08823fa41de1fb11f6f819a655c16ef1ba51e7b,1.0,1.0,ACTIVE,Regularly,22.0,63fe0c04b39ed258f59253c8e678fe7e67f35131ac412df962e5ad8046cf883a
bedc24a0906e95729f0d2b50ef08e63a9bdd8e01f29f288ec07531a39db9fd81,,,ACTIVE,NONE,60.0,48e65e7b3f36bbcba2f801362d01c82aa93089c8fa4636ef2b020d0ccc66ea6a
bc92d2186b50c954c2381e085d8ff9850e111cf460ef3fa21172c00755a91b34,1.0,1.0,ACTIVE,Regularly,52.0,a4f0f06b3c06d5841132745d5c5953fc943b4f054554fa89d996ab3acc6ee05f
08104b0ff2b1f4422fcf1547ddc175bdc17f9a6cec37a3f1f07d5a13ca1168a9,,,ACTIVE,NONE,42.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
7f5be91197869105de42437b8c96eaefe805a9652aaa0ec2c2fe32a336436536,,,ACTIVE,NONE,45.0,fb7c5232b6b004ce0348ce4a229c79b9348d0552f59a3c512051c5b35249dce8
725b95bd9404996b4a2c9b7f6e2dd3fd19cbe8c0a919cf93b0606cccb245f034,,,ACTIVE,NONE,21.0,e7b725d74165f44732ef8e330e4379801ac63814e0ce826834cfb6bb756aad1c
11b511d20267f66ab323cd61141a7ed797399d45c67ef151971737dab9a93d36,,,ACTIVE,NONE,31.0,af4749fb432414a017fcfb3e33cb8024bdc8b95085470c9e7d0bff1277727466
023e2bbafba1d7e62537c7894a909e79d0505897fec6ae83b3d7369d4ed075ac,,,ACTIVE,NONE,30.0,2d253e14bf07fb38159acf2655896e4946ca1855e8a08fc0779329faabaa10c1
2806fcc928eb66de1dd33205135f9b3ea661fcd2c37197eb6a13c2f93c1f4bd7,,,ACTIVE,NONE,,8b7c7c91d7c72767adf5748ef198ce15aa28229693063bbf6b700416286f725b
006c738160e3235bd8b46bb6f2a5b36f14ff8299c961f713ec1648017a5c67e2,,,ACTIVE,NONE,19.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
04635dd32d429747b1419c88981ffc9ff5239f9882b0d66cd73ac93e476853be,,,PRE-CREATE,NONE,48.0,a7b50932d7da43df74f9227ffdd97b277563e0b7b2d1f4783a7c1294c3f08703
319f64ad36e744462e6c34227fad7185e4067d0ad97275410ab9ac880377c513,1.0,1.0,ACTIVE,Regularly,37.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
9e6a7f464ead96389834cf56bde2baf42e3fdbd4d0a35a52dce9a62dd78fbbe5,1.0,1.0,ACTIVE,Regularly,33.0,85dfda5b25a3c99a75f911da3e22e5b21c7faedaf921e9deb9ffc8870cdda31c
67eb0e565732d0b488024539bb546fa8bb5ba7f9c219e4e2b7958a262608a5a6,1.0,1.0,ACTIVE,Regularly,51.0,11bbbc03670cdd0afec4b2d144e770dd86edbe5f6b152bdb30be2589de050050
1f9657b97a451d57a4b02aed7610f8f5bf8db3049d905decde04f5c98bb8a3d9,1.0,1.0,ACTIVE,Regularly,21.0,14287dcbcbeeb3a5a5b2ac2179910163a310904c321ef7eefb5c8b8f42d9b7c1
f7af9960fc14b60e4c0eafa03c8ed1e4f0f1e6546904d0aeae5f42eae0a7480f,,,ACTIVE,NONE,44.0,43bda44480ed6e2742295527b26a3970a11f35624e3a120df328b9e3bb2fa2d2
8a929b737788e16e169502ee0fa135ac610a46c1451e826c5ff352de074dc1b5,1.0,1.0,ACTIVE,Regularly,50.0,cdd22050b538afc4544f21dad7128d91301bb4e6b9e95c070878e665e8aef201
8735c8961313fc665ece7c6861439ec2689a744c58122ce41cb145f7a74749b6,,,ACTIVE,NONE,60.0,7230375d3853e571de8b520da745671d1684cefa3d80a9390e4fb3dddc9afcde
d51c03e4010922ee0165fa596517df2c8fda79714014e9adfc54d168cd9b0563,,,ACTIVE,NONE,63.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
55e7e48eff85d3eb6485202805d1f88b33090ac1b373e68d20c718287ca4b6b5,1.0,1.0,ACTIVE,Regularly,23.0,4b16b2a659ed00fe17c045829d650b877f4ac22f817986d1d3227683d0f5b575
9b4d40a0d1b3220f635e36e88fbf51e88cb0d7db7b3a5e6e6097c467920b92a9,,,ACTIVE,NONE,59.0,f8f82437dd9f3db2f26aa966d235cfe946e96be77873c8dc5410120ec96e7c2a
8af6d77b2a7e9fa15cdd0a1f6ed5d61a0fa1ce8b1d0ccccb61e31fe116138f0b,,,ACTIVE,NONE,35.0,ace58ccd70a2ae4806573527c53c05b9322bae78cfb660d58faaee1e0ae069dc
bc91a19920f43f64c1b8341067af5e7f20068ac37d24965270fe1844ecb13d8c,,,PRE-CREATE,NONE,40.0,d178ac9e2e53dc3f76b416588aeccba8891df8ec6321f8ef8d00980717fbb05f
5a9c13ad687917f6b6e07e691441d393b1f618c241498cdd3192605ce33a76be,,,PRE-CREATE,NONE,51.0,2620337f67279eed6261d8cfbf9558c77f8474430b1d49cf93b76013370d5cae
8c6ab153749fe82cc5f832c1bb5047924987429e576506f6a90476fa69a158be,1.0,1.0,ACTIVE,Regularly,24.0,e3281e7ebe4fec66d62e17f27b725bdfea1e6eec3884ecb8b1ef547abfdd740f
1d758faeaa4cd3f0931cb5b38dc175b4f258681f3cd42e441a64fe2d699f2e52,,,ACTIVE,,19.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
264acb198debf96d493517df236995b76076aaa74c4f251f6e99c0ca20ad32d4,1.0,1.0,ACTIVE,Regularly,52.0,01882856389cf8f6b7e6451df6a20c59cfb6d95cb515e3b9404ec6134d151334
5b7d4764945464527fcef7f0e25f9d09cf8193cdcbe25fe73fdaafdcb6b73567,,,ACTIVE,NONE,22.0,9e4ec3bb4ba99dcfc43845d37dd2419b9520558a86b042a8dc5921c190bfd528
72bd118b309e8cd909dbec4d378cd761f33cbba16de8221d1f036868f216ecee,1.0,1.0,ACTIVE,Regularly,40.0,2d68c9696cdf37e002e98fb9b93fbbb788eec0823ef64e0b96e57c40f3f3c95f
fe24d6ead09ee928f79bdc785189ca24fb43b6f610cfd1a4addff60734d90f17,1.0,1.0,ACTIVE,Regularly,58.0,7056009b0ca1d689f79752a92cc9a89e669210b2db6533c71d2bfa259a6f4021
7815919a12a3c07822bb88d4507a83582cf806b08a4d27b3b459199e0cfde3a0,,,ACTIVE,NONE,73.0,d2819b03c568344ea0d814bf8ac0c0768d82c65b18d1e1129174058fbb142bed
c119a5a7d45d8392d0555d33627925df5975aa7e6794d16ada52f9a47fc5338b,1.0,1.0,ACTIVE,Regularly,52.0,6218ac25ea711a2e774f685c6e7e9fe855ce1c32467f72664c45a833c0403ac0
15f1fe26ef657e2a018437a618dc48d84b5457e3c646aef39b5cf58ead9c3ce0,,,ACTIVE,NONE,43.0,906acf36f6d7a047a2b71c798b41504a0d32904ec9b9a4ca19be57d261482892
c253e310ea6e0c96f0940a1cc375a69cbe683631993d899e9f7c7913e9345c78,,,ACTIVE,NONE,24.0,09a8be29aa384a06078028cf924d1907d825440de5bca7de0c1ff390785f937a
b50a97ceabbc49e00a862bd4e3695fc96a357534958f3f001327d437afc7cdf0,,,ACTIVE,NONE,30.0,58f3da8594e38522840237eb9b5ee325c9d054974ba91fc064c84778566a6ff6
381641945e092e71e07a8a7e498e9a754f30a1ff3495655edf41e96580471559,,,ACTIVE,NONE,23.0,9946e07463f6657d56556de7737f6495ed9432a931c692f3e1bb46301c58fba8
4530865cab35a196f3f2804b408b2e7a9ed48535cc76b1e85f559b43877f9b4b,1.0,1.0,ACTIVE,Regularly,26.0,2374425f60fa2132ff1776305de44cfb6cdce129a2cdbb690662826ebad2953d
e676bdfa517601b69b32090156bf84b5d614a74634bdd6c0c1c5138de55776eb,,,ACTIVE,NONE,37.0,54544ebe11062fb6a53cbd9d3b1a8d8b28ba7f5b8f6218d7d92314bbd9b871f4
da7ab2e7ce60d5898ba7efd3b5a09de020f1f789c7225f422d0a450554d60b7d,,,ACTIVE,,52.0,5150bb26b7c699f8dc402152b2cdd8355d6aaf042f7479b8eb4ce2ec595ffceb
6a877963d4c9f467fef4955457446f185d86c570554abde5afdd690ddb86436b,1.0,1.0,ACTIVE,Regularly,45.0,5810107f05a98cc0f20b9d633a1687ae9616a8545c8ea1033a4898f09891d664
b06aa60bbef754726acd04f1021f1ef0db01bca8e2b7265330b6f13e30ac58c5,,,ACTIVE,NONE,20.0,e0355ab7c19c8219c8e9c0c004d2ec92c60870e0827b73a8ecbc1f8ce8855ffe
c50811836c0ef0e8e108ba157c9864fd110d6ba1527e6687f71e4df1bd00d367,,,ACTIVE,NONE,19.0,2bb8500c161f57cea4c4d01ef1b1c1d547520c6b8442fb7e551b387ff3cf1878
a291c77b14a6aa29a72e054bb8939176d561b3abc2dcea36601bd6660c3abd0f,,,ACTIVE,NONE,48.0,824bce4e1981a240b65a011d1cee01eb927622e281078e61e99196be4a0922a5
7f334c8b10ada4a3bd9349f672adcad1341c296e4b96cf59de1bb0a857f2fb2c,1.0,1.0,ACTIVE,Regularly,32.0,5a09151099ba6035ad565f1a38fd36c487498b4083bd3c1408ad2be955dbf2d3
631d43b00cb076e76450891a4b55988bb520cf8d8bf9de0cc41a6f8798983865,1.0,1.0,ACTIVE,Regularly,48.0,1da69e7057f7d5efda585b9f1778598a979dec03098df5d676cb421e9bedca48
4d94e8102813350a96177d9aed8a612a364155ceaa6abc6bfb61beaa9b95b48c,,,ACTIVE,NONE,24.0,09c7af9801bc0596a0c97d021d12fd91aaf1f0f1d6cbea96a08fb1ae3189c134
de2888bc5d1371828c3ced848c6990e9374b3160d7d34d307548694761f29c9a,1.0,1.0,ACTIVE,Regularly,59.0,d61d816f5f34dae27effe89d2a3cb09a48dff0a5857b0fd74de9d22e306630c8
02e7ea9799a406f8f2d93f193b3a5a43808f87e290f7d19fddaf037499577a04,,,ACTIVE,NONE,30.0,41208026fd69d707a6a67ecd872c5175d53aa6325f3800029c82843377d2f47d
c3316f7690cdf030478d134d868213e5d42524471f29a2e622b2616da8efb987,,,ACTIVE,NONE,31.0,44afdfeab644866a08822b984d209b4bac42935dd6c278fd7486f336513c1800
04929cb98d18b68b20d5f85c59d29b39a9a0ee2edff5f06eedc4a32722b439f2,1.0,1.0,ACTIVE,Regularly,52.0,28f9f72bfb48801738cd7cf86c62bcf0c612f0c1faaa3bd513c88a0b710767d8
893541beab1c7556ddd00914106fff569bc21a9f5d7fd110a42cdef9b31e3e03,1.0,1.0,ACTIVE,Regularly,25.0,b1ac0828a69e60cda4b0d65846785e5e35e29435121cc13595572ee4082fdb22
3a2c2d8f08c8d605a403575ed8f6412f4011eba627897a81f26c3ccaf6e6e8da,,,ACTIVE,NONE,35.0,30ddb395ac3b2899160dee33cf6ce1a631a7a573c244d32b9ae30516b0b37c1f
ff99d79dd05e10192e06f6efa09b063b718a18e6b638868be686661c3b32886c,1.0,1.0,ACTIVE,Regularly,60.0,ee5f1ef073b40cbd13462ea3f84a444a4d0c580e7353f900a0e7c5c72f99339f
546af66d8e57215220f98c0028e05c83fbd201ae0635824780fd0ef05c178378,,,ACTIVE,NONE,26.0,4f8cafff8ef046231ce0221ed1c8f2794f5c1bda55049fdf96ec9a287eea9f2a
64ad60a4890e939b2fb805e33f67f7dce96cd8e4e7f851f001e33c2938f5016f,1.0,1.0,ACTIVE,Regularly,34.0,e60e7ecae37f42a3556a77baeb9170415561a8d2a9a0b3047964583657d61dd0
d558f65796c302aa88314823866fcc64dd6991d627847d37969e8e8d651ad230,1.0,1.0,ACTIVE,Regularly,24.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
efb8fcac1c5fb62b7d504523985fe4935894ee9ecc6be91e5326e3ce8be4f2cf,1.0,1.0,ACTIVE,Regularly,22.0,efd4de86149751eb171f8b3695d9a591d7a651f78e5969484e8b10e1aa1caab1
a3923e696a8dff0520b69446307152210646a0d5a697cc00187499ac6c1fa8ec,,,ACTIVE,NONE,25.0,e8215b5812b54ecf478af1818b303e80f75603f3868fbe386c3641acef0a9572
767529003f7e04a979a6d8d06bf7194ee799d16917be6f333fc05689ac63e27e,,,ACTIVE,NONE,48.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
90ac72b4ba0698ed45946d330dea23aef60f66285d7946d87edcf6ad6069136a,1.0,1.0,ACTIVE,Regularly,27.0,f0dbc9d007b5148bfae84b741ca601b5407a88e734650ea5cb26f8a15551c8de
f0ed74f24fad8a9f3d00c7cb9c214a1773e77317c9220487374cc7b42154f6c4,1.0,1.0,ACTIVE,Regularly,23.0,a1f155a2066dfd6cbfb6788f739447dbec91c4dfb452beaa6a49f157b4f5258c
3f6dcf0389c3954ec56b242f1a2827935697252d22802144e468c290b2c9afaf,,,ACTIVE,,57.0,1aef6e38fa6c07c994f442f0493ef46221634ea5675dc595e1704fc38aed8daa
3a99a0bb765f8ba958f7955deb450d4585f9da68bccac27bd8f81959a887055f,,,ACTIVE,NONE,26.0,c38a6ceca1423f0bac0b4b2528d256a6242bd653f9c029885f958f88dd151bde
a75b0cb7a0566e64c90c8a49bdd8145524af7bf084d5b449af7ab143a3e71876,,,ACTIVE,NONE,28.0,d8f597638800953d19700376dad341564e69274f005c859980169fc5f06445f8
53d95ca7e0205471fa2f62956f3263ad559b4d69522b94ca5f7d83ae464cb248,,,ACTIVE,NONE,41.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
307a703694619dc06c2630fac39d0e11845fecd8a80bfefddc65f7ab82d6788b,,,ACTIVE,NONE,24.0,995f9b3628f6ccb294284b0a2b80d1bfd4e0e096f7565bdd2254efd1edb25b94
6d1832147e9fd949258ddc642fa3bd546cf7cefa1108ebbfa22a0087b79668b9,,,ACTIVE,NONE,38.0,7e1723279338c2fb60a05b356a3954c719d693c203def2e1a2cf383efc7188aa
4ecd10d7e907da992757bc982fab4bf8c311644a7ba21e65f55e151994a12b63,1.0,1.0,ACTIVE,Regularly,39.0,75c3bfad2ca19911d37293fd92f42ecd07bedae2882999cd1c19caf185894467
1e220666f511882f7251ca680dbced5e3107afe1a0e201b495866efb32fff23b,1.0,1.0,ACTIVE,Regularly,33.0,e0dfc0f1eb1f9cd397268243d81b2b07473369f7496e6eaa9d4ea69d3905c30b
9aceb171ee1462c8d5f42893f2aa866025e4e1e76e5a3d95d763e38148af88d9,1.0,1.0,ACTIVE,Regularly,21.0,23c4b23e8be6db1e3307ab27dd160999538570ec41bba853097419e8dc6f2e98
3bdec4f8787a9ee8805146e33229e5d12c08787718fc3607f5851ce0e7bd3b91,1.0,1.0,ACTIVE,Regularly,24.0,4df3e0308ddb68f0e1c4452b346e7d5ad3e278841ca2c7fbe7a80305849cf9a5
d25b9c14112f3c31b12df20b9e79c8d45b65a01800aadd5ee37e718ec6823919,,,PRE-CREATE,NONE,67.0,a2e59eaca1e77649f68f5a84b1eb00301352378a48ad673f3de4707700ae96b4
0ff1696474eac14882ceb7064c0fdd5335343ddd833da3e7b066a3e75813817d,,,ACTIVE,NONE,44.0,3e71a3822f2b4b55ca6353a468e9d22b367e0f345697f0ffc94cce235e69c25f
e115c8e6c9e698aad13a7e95392796d5cf352884068b05558c79ca39b7fcd167,,,ACTIVE,NONE,29.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
8aa60b4ac59813daa3e0874d6bddf0ec329b285b84f7fd4f1407f3513d82f0fb,,,ACTIVE,NONE,20.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
dd5e0f5f62aa76a16b758ca62937dbd5cad4d8fe950159543b35b15d8bc6a905,1.0,1.0,ACTIVE,Regularly,25.0,9b9e5883399ffb9e681464749bafeb1c98e8d5c7d58bf7c4625046ece2811385
952ed37a3cf0cc899a225c0df4374920973356d112a30749c924dd860dea06e1,1.0,1.0,ACTIVE,Regularly,30.0,58a3ce5bd2e40d2d7fe136a53199932dd5889725dffa563f54020cd700227398
c0707131cdab5e971be4a1ab006b79b71a38dc412b51ee431e50ed3551fb0ccb,1.0,1.0,ACTIVE,Regularly,19.0,80dc17cb1d86bedf400d4ec96d8401142bd1842698a20d62d48a84f81b3f036e
9d7f7d4c371114518dd35a14f3bff14206642102fef47a7409c130c2b2a62a44,,,ACTIVE,NONE,21.0,ff6daf95856ac0969ef7e484f7318300a26bccdf8480b4b7b79825f1c9a2e00e
ada77fcaf816d1503b363414447ef6c1552397164b11124ad8c3b1d6456ca9af,,,ACTIVE,NONE,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
886e7cea3322b377fa96bf346f3f6de8228bfc00330fb68df6d26a07952fadf4,1.0,,ACTIVE,NONE,54.0,a86f4fbf5f7495f85a0a48f8d36d36542a3965019f04af633a63c8301223fba4
cb08fef50ca238e14da8cd122a5042e892dffc6bfc2be11c6f4c98902351ff67,1.0,1.0,ACTIVE,Regularly,63.0,81efd21d0129bd49faf0004b849f36d8cabd777117f76f185e0725061bbee38c
d104c5d32655934ed96024d23d7c294aa258daf9ffd519fce79e865d78e05e39,1.0,1.0,ACTIVE,Regularly,36.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0d9e8d7ae0982c49bc6f005d70fc38f9542574a6a708afd7110128c493d2b6cd,,,ACTIVE,NONE,20.0,4fd58a92c44b22f716b7583bc8e7c6b7da7008a294ed5e106101bc869f70aff3
91caeb90575bd872bd39e98a630f8c02c97d00cc5c95ea9ede493217582c48a2,,,ACTIVE,NONE,37.0,0f768647e5b77e0c42dba49e4abc2213fa04a524374c4a782b5f2bf7cc235135
b89716924ec65f2774a0bfe85ebbe341729629aa35e900375998802198ce24b6,,,ACTIVE,NONE,50.0,adb46d031db9e4674b5366f385a062b54c180103664cc7cd5c0cf01abbbb01af
47960602fd2ca2a4333b8b8a7a9cc61ce488350c12cd6a9a5d6326e7ae350892,,,ACTIVE,NONE,28.0,f6b372cb5ccf5f96a7cfd67cd34f7b8221863cf98935020edefb808fdd3501fb
aacd4e8eb57b8ce9cf2b31f85d4d6b3219596a8a11cac9dc0fd18f886415face,,,PRE-CREATE,NONE,19.0,c83ecbb45fe2f0102b941bb3a49327ea7edd72273492c1640215c225795030fe
ddf3d07a0a9b6b082d8c3b4d8994080c667df4959a88d0cef9c07902463aad28,,,ACTIVE,NONE,22.0,2184c4c27ddfa447ea9ab2829ff935e0c65f06a1be9a66b8d28d64a34af43fa8
9d1611ed6a99719622cef856c93fc72eb33befb79fd455e63f1639866bfe6125,,,PRE-CREATE,NONE,53.0,d4bb92f707578493c000eee968958d0a6965d8b104ef3eef789b83d06823fb0d
4d327a78258c5c067bc0d8a4b9be2a43c856d242cb309d31e8ddc8d08949b4b2,,,ACTIVE,NONE,18.0,777ab0bb677874dc67fed9adb0b3b7c201b3b8b274dc4d2cc2194bee8276286b
337e73e44643907e345192bbe686832831eaa05c43eaf6eec87e5ae190993926,1.0,1.0,ACTIVE,Regularly,48.0,7ec93dc23d81e4b4e7acbbab37803b06fb2ec69fe591dcd48127490ea981c8d5
b89b8472bb96b87f558e01c719d0c5effa38cf4b66db86e7abaab8667435f521,,,ACTIVE,NONE,55.0,97f556b40c66dd4c77dbaf47bd27766ee27120fe1de90ab539df5a3e3595a7e5
d3d6f9db87ca533ea6ac9d15d69456a846ad3eea39b7b1ada1bf020e862e48c7,,,ACTIVE,NONE,57.0,8216547b6a6756f41632ed73dca0faed7a968970c27662fcb4a9b6d5a6f77b47
2b2281d09e1c3bd78ade2b3cca716d55e16855a50722b4854aa693e58ddc7549,1.0,1.0,ACTIVE,Regularly,17.0,025111c7f1d989af5989f0c68f6ae7e766d37ab95861ebe35615eb0cddc93e16
75f02f47a1276778c32a03a55eb2e9d76b3c4ef37b43fe69dfd66cc3954d69a2,,,ACTIVE,NONE,27.0,7be3f9cdfec16a669227bd7293c145aaec1144c49f1a82694a19284ea511f647
1cfdc3e836fd8abfd92bbac20ce643f50f90abe8957151b066f598c7ca554f21,,,ACTIVE,NONE,22.0,bc5704c59f42e333c6e15232f8bd9b2f0e5f32280e758e88110462f577c3ec16
0561c49b2f5a377fba48136799040ec032ac9d1e8546ef8f91961a11f7f9813d,,,ACTIVE,NONE,21.0,ffc90812ff8f73f58c97618f097e2e0c045b7f4ea6452ee8ca340bdd9e405912
fab755ff6cecdca6b037c0627d060c0fba73303e514920df2661e2e63784d950,,,ACTIVE,NONE,23.0,d25402909f70b814ad01f4e5f442671658ffe19c2489e042a34848a8108a441b
6935aa255a8ce840d113dfc4c059b4d642afe41eaa9cd15af306ae6069acf584,,,ACTIVE,NONE,28.0,3486be9d68f0226e5751bf1aa9bcc8b0d18b4c19d2ca619779d96093c8dbe616
9fc2e5198efb441176ea8ab36b7e6d7f0bbdfb5a615a884967c5b5a13e14df1b,,,ACTIVE,,40.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
af969fbe584b718dbc3d229ef2b89c2208ccda8732b4f8ab8a8845bae7c73845,,,PRE-CREATE,NONE,23.0,a6fe6bb96eda2581450b674df72f277e4fd8343c5bfbe4f83495df18cac366db
